signal_id,label,station_id,duration_seconds,sample_rate_hz,public_reference,proxy_definition,split,sample_index,signal_mean,signal_std
ear_0214,earthquakes,STA_04,60.0,20.0,proxy_curated_subset,earthquake event,train,694,-1.589457232498148e-09,1.0
ear_0215,earthquakes,STA_05,60.0,20.0,proxy_curated_subset,earthquake event,test,695,4.7683714754498405e-09,1.0
ear_0216,earthquakes,STA_06,60.0,20.0,proxy_curated_subset,earthquake event,train,696,-6.357828929992593e-09,1.0
ear_0217,earthquakes,STA_07,60.0,20.0,proxy_curated_subset,earthquake event,train,697,-7.94728616249074e-10,1.0
ear_0218,earthquakes,STA_08,60.0,20.0,proxy_curated_subset,earthquake event,test,698,-3.178914464996296e-09,0.9999999403953552
ear_0219,earthquakes,STA_09,60.0,20.0,proxy_curated_subset,earthquake event,train,699,9.536742950899681e-09,0.9999999403953552
ear_0220,earthquakes,STA_10,60.0,20.0,proxy_curated_subset,earthquake event,train,700,-1.589457232498148e-09,1.0
ear_0221,earthquakes,STA_11,60.0,20.0,proxy_curated_subset,earthquake event,validation,701,0.0,1.0
ear_0222,earthquakes,STA_12,60.0,20.0,proxy_curated_subset,earthquake event,train,702,3.178914464996296e-09,1.0
ear_0223,earthquakes,STA_13,60.0,20.0,proxy_curated_subset,earthquake event,validation,703,4.7683714754498405e-09,1.0
ear_0224,earthquakes,STA_14,60.0,20.0,proxy_curated_subset,earthquake event,validation,704,-3.178914464996296e-09,1.0
ear_0225,earthquakes,STA_15,60.0,20.0,proxy_curated_subset,earthquake event,train,705,6.357828929992593e-09,1.0
ear_0226,earthquakes,STA_16,60.0,20.0,proxy_curated_subset,earthquake event,train,706,-3.178914464996296e-09,1.0
ear_0227,earthquakes,STA_17,60.0,20.0,proxy_curated_subset,earthquake event,validation,707,0.0,1.0
ear_0228,earthquakes,STA_00,60.0,20.0,proxy_curated_subset,earthquake event,test,708,-6.357828929992593e-09,1.0
ear_0229,earthquakes,STA_01,60.0,20.0,proxy_curated_subset,earthquake event,test,709,-7.947286384535346e-09,1.0
ear_0230,earthquakes,STA_02,60.0,20.0,proxy_curated_subset,earthquake event,train,710,-3.178914464996296e-09,1.0
ear_0231,earthquakes,STA_03,60.0,20.0,proxy_curated_subset,earthquake event,train,711,3.178914464996296e-09,1.0
ear_0232,earthquakes,STA_04,60.0,20.0,proxy_curated_subset,earthquake event,train,712,-3.178914464996296e-09,1.0
ear_0233,earthquakes,STA_05,60.0,20.0,proxy_curated_subset,earthquake event,test,713,1.589457232498148e-09,1.0
ear_0234,earthquakes,STA_06,60.0,20.0,proxy_curated_subset,earthquake event,train,714,-6.357828929992593e-09,1.0
ear_0235,earthquakes,STA_07,60.0,20.0,proxy_curated_subset,earthquake event,train,715,-6.357828929992593e-09,1.0
ear_0236,earthquakes,STA_08,60.0,20.0,proxy_curated_subset,earthquake event,test,716,4.7683714754498405e-09,0.9999999403953552
ear_0237,earthquakes,STA_09,60.0,20.0,proxy_curated_subset,earthquake event,train,717,0.0,1.0
ear_0238,earthquakes,STA_10,60.0,20.0,proxy_curated_subset,earthquake event,train,718,-7.94728616249074e-10,1.0
ear_0239,earthquakes,STA_11,60.0,20.0,proxy_curated_subset,earthquake event,validation,719,3.178914464996296e-09,1.0
